,Train_Loss,Test_Loss,Train_Accuracy,Test_Accuracy
0,2.199624963948645,2.0975786044897577,0.14973333333333333,0.35
1,1.780985490891261,1.4079377968666922,0.4054,0.4622
2,1.09211513843116,0.7948734842107801,0.6648,0.7715
3,0.6869923757206357,0.5778797207895259,0.7958833333333334,0.8298
4,0.5530434751065425,0.4895225754896922,0.8391,0.8598
5,0.49523871426517035,0.451399864583638,0.8555166666666667,0.8699
6,0.4652408186593659,0.43228537813475093,0.8648166666666667,0.8733
7,0.4465542012406591,0.415201190261549,0.8701,0.8789
8,0.4331181277906099,0.4066257779082005,0.8739,0.8786
9,0.4222220855253717,0.3985274451692795,0.87715,0.8848
10,0.41427069324539556,0.39375902584045125,0.8788666666666667,0.8853
11,0.4078999039133896,0.38640349658284656,0.8811,0.8861
12,0.40205180673056995,0.37916631317197924,0.8825333333333333,0.89
13,0.3962463559129295,0.3793915285939589,0.88465,0.8882
14,0.39244751897722324,0.3723393441711097,0.8861333333333333,0.8915
15,0.3874193975734449,0.3675001488110028,0.8874,0.8916
16,0.3837682041086575,0.3644992694878717,0.8891166666666667,0.8926
17,0.37925913889963475,0.3609370405916113,0.8904666666666666,0.896
18,0.37609179549717836,0.3552844054890745,0.8914166666666666,0.8965
19,0.3718311390565932,0.35486541958297785,0.8928333333333334,0.8976
20,0.3686386520006984,0.34914724253043844,0.8941,0.8991
21,0.3650633690450523,0.34547030487443214,0.8951833333333333,0.8991
22,0.36134499086544664,0.3426424326511985,0.8968166666666667,0.9014
23,0.35797721007464905,0.33669685328576904,0.8973833333333333,0.9023
24,0.35461863139929484,0.3348765591459246,0.8981,0.9039
25,0.35155616374078946,0.33123004873098644,0.8990833333333333,0.9036
26,0.34841123303663873,0.3289038559033611,0.9004333333333333,0.9053
27,0.34489828271745765,0.32643845291023815,0.9009333333333334,0.9051
28,0.3421554406722524,0.323209752253763,0.9021,0.9077
29,0.3391955386168359,0.32115926344157997,0.9032,0.9097
30,0.33655600175734,0.3190023770295234,0.9041,0.907
31,0.33367019016818533,0.31591873457355785,0.9046,0.9087
32,0.331570878376112,0.3125429364336056,0.90525,0.9099
33,0.3288113178356484,0.3125446060916363,0.9058833333333334,0.9108
34,0.32638234012589346,0.3101747652554937,0.9068,0.9098
35,0.3244957868285945,0.308687110343662,0.9069666666666667,0.9119
36,0.32232219797057,0.3079101219077055,0.90765,0.9101
37,0.32068178715392126,0.3055043530446057,0.908,0.9123
38,0.31875977218080315,0.30590808736984065,0.9084,0.9101
39,0.3174670101313357,0.3055346807563973,0.9088,0.9114
40,0.31617778855811607,0.3039713918268323,0.9094833333333333,0.9111
41,0.31463024577025167,0.30394802331350373,0.9092333333333333,0.911
42,0.31402203263277073,0.3038267587742125,0.90905,0.9118
43,0.3126305910047564,0.3009265286864801,0.9099,0.9127
44,0.31148058738250634,0.30180395418492445,0.9099333333333334,0.9146
45,0.31035202917511495,0.30289519942648574,0.9103333333333333,0.9116
46,0.30971890613143027,0.30122723375173205,0.9107,0.9134
47,0.3082673213602864,0.2988711925236821,0.9113666666666667,0.9137
48,0.30721592049860014,0.29781777983516183,0.9115,0.9144
49,0.3061583718502936,0.2978264153924277,0.9124166666666667,0.915
